Gene,Freq
Mindy3,0.015
Ddias,0.015
Radx,0.015
Slfn13,0.015
Parp10,0.015
Foxn1,0.015
Pak1,0.015
Zcwpw2,0.015
Tubb6,0.015
Clstn3,0.015
Atp9a,0.015
Clstn2,0.015
Eif2ak2,0.015
Hirip3,0.015
Ppp2r5c,0.015
Ppp2r5d,0.015
Itpripl1,0.015
Chuk,0.015
Lnpep,0.015
Cdk9,0.015
Foxm1,0.015
Me3,0.015
Aftph,0.015
Mmp10,0.015
Ppm1e,0.015
Fbxw8,0.015
Adat1,0.015
Skil,0.015
Stat5b,0.013999999999999999
Csf3r,0.013999999999999999
H3-3a,0.013999999999999999
Malt1,0.013999999999999999
Senp7,0.013000000000000001
Trafd1,0.013000000000000001
Cdkl2,0.013000000000000001
Vti1b,0.013000000000000001
Atp2c1,0.013000000000000001
Phactr1,0.013000000000000001
Parp15,0.013000000000000001
Pwp2,0.013000000000000001
Oga,0.013000000000000001
Herc3,0.013000000000000001
Comt,0.013000000000000001
Fam120b,0.013000000000000001
Slc25a12,0.013000000000000001
Phactr4,0.013000000000000001
Dnajc3,0.013000000000000001
Atp2a3,0.013000000000000001
Kcnj15,0.013000000000000001
Exd3,0.013000000000000001
Map3k13,0.013000000000000001
Lig4,0.013000000000000001
Bnc1,0.013000000000000001
Lig1,0.013000000000000001
Enthd1,0.013000000000000001
Fzr1,0.013000000000000001
Patl1,0.013000000000000001
Tbk1,0.013000000000000001
Haspin,0.013000000000000001
Map3k15,0.013000000000000001
Nsmce1,0.013000000000000001
Liph,0.013000000000000001
Zdhhc5,0.013000000000000001
P4hb,0.013000000000000001
Cnst,0.013000000000000001
Rbm44,0.013000000000000001
Senp5,0.013000000000000001
Ubtf,0.013000000000000001
Flot2,0.013000000000000001
Btn1a1,0.013000000000000001
Map3k20,0.013000000000000001
Mn1,0.013000000000000001
Npffr2,0.013000000000000001
Cpne8,0.013000000000000001
Polrmt,0.013000000000000001
Rcor2,0.013000000000000001
Eps8l1,0.013000000000000001
Eps8l2,0.013000000000000001
Acss1,0.013000000000000001
Foxj3,0.013000000000000001
Cfap61,0.013000000000000001
Doc2a,0.013000000000000001
Mpi,0.013000000000000001
Dnaja1,0.013000000000000001
Nr0b1,0.013000000000000001
Glb1l3,0.013000000000000001
Ncl,0.013000000000000001
Trmt1,0.013000000000000001
Whrn,0.013000000000000001
Fchsd1,0.013000000000000001
Cdk16,0.013000000000000001
Cfap45,0.013000000000000001
Tbx2,0.013000000000000001
Mtr,0.013000000000000001
Cdk14,0.013000000000000001
Tab3,0.013000000000000001
Ddah1,0.013000000000000001
Bmp1,0.013000000000000001
Bmp5,0.013000000000000001
Foxp2,0.013000000000000001
Nsf,0.013000000000000001
Il12rb2,0.013000000000000001
Bmp6,0.013000000000000001
Mcc,0.013000000000000001
Cenpu,0.013000000000000001
Prpf18,0.013000000000000001
Yy1ap1,0.013000000000000001
Mfsd6,0.013000000000000001
Evi5,0.013000000000000001
Hnrnpa1,0.013000000000000001
Srrm1,0.013000000000000001
Myo19,0.013000000000000001
Fancg,0.013000000000000001
Hla-e,0.013000000000000001
Blmh,0.013000000000000001
Cdh26,0.013000000000000001
Wdr13,0.013000000000000001
Best3,0.013000000000000001
Ticam1,0.013000000000000001
Mylk3,0.013000000000000001
Pcdhga10,0.013000000000000001
Atp1a4,0.013000000000000001
Crat,0.013000000000000001
Cdh19,0.013000000000000001
Lpo,0.013000000000000001
Drgx,0.013000000000000001
Cyp4f12,0.013000000000000001
Prpf19,0.013000000000000001
Flvcr2,0.013000000000000001
Acsf2,0.013000000000000001
Xkr7,0.013000000000000001
Arhgap6,0.013000000000000001
Nox4,0.013000000000000001
Osbpl5,0.013000000000000001
Prdx4,0.013000000000000001
Nox3,0.013000000000000001
Mmp9,0.013000000000000001
Ltf,0.013000000000000001
Parp9,0.013000000000000001
Dsg2,0.013000000000000001
Styxl2,0.013000000000000001
Ppp6r1,0.013000000000000001
Hcfc1,0.013000000000000001
Fzd7,0.013000000000000001
Fancc,0.013000000000000001
Glb1l2,0.013000000000000001
Urgcp,0.013000000000000001
Slc39a10,0.013000000000000001
Amigo3,0.013000000000000001
Dhcr24,0.013000000000000001
Utp25,0.013000000000000001
Acsf3,0.013000000000000001
Ogt,0.013000000000000001
Wbp11,0.013000000000000001
Slc25a30,0.013000000000000001
Htr4,0.013000000000000001
Cpne3,0.013000000000000001
Grhl2,0.013000000000000001
Pdcl,0.013000000000000001
Mfap3,0.013000000000000001
Znf730,0.013000000000000001
Or8i2,0.013000000000000001
Stxbp1,0.013000000000000001
Tpx2,0.013000000000000001
Znf816,0.013000000000000001
Dcp1a,0.013000000000000001
Pdp1,0.013000000000000001
Slc4a10,0.013000000000000001
Triml2,0.013000000000000001
Triml1,0.013000000000000001
Mphosph8,0.013000000000000001
Ccdc28a,0.013000000000000001
Aldh1a1,0.013000000000000001
Ogfrl1,0.013000000000000001
S100pbp,0.013000000000000001
Padi3,0.013000000000000001
Slc4a11,0.013000000000000001
Znf782,0.013000000000000001
Mtmr6,0.013000000000000001
Arpp21,0.013000000000000001
Fbxw10,0.013000000000000001
Cntn3,0.013000000000000001
Tnfaip6,0.013000000000000001
Nup133,0.013000000000000001
Shroom4,0.013000000000000001
Cyth4,0.013000000000000001
Wipf2,0.013000000000000001
Adcy9,0.013000000000000001
Pou6f2,0.013000000000000001
Fggy,0.013000000000000001
Adcy3,0.013000000000000001
Adcy7,0.013000000000000001
Fgd5,0.013000000000000001
Mre11,0.013000000000000001
Edc3,0.013000000000000001
Usp3,0.013000000000000001
Usp2,0.013000000000000001
Csgalnact2,0.013000000000000001
Padi1,0.013000000000000001
Or10j3,0.013000000000000001
Znf557,0.013000000000000001
H2ac11,0.013000000000000001
Capn5,0.013000000000000001
Arhgef40,0.013000000000000001
Eomes,0.013000000000000001
Arhgef37,0.013000000000000001
Ccdc136,0.013000000000000001
Arhgef10,0.013000000000000001
Arhgef19,0.013000000000000001
Ccdc190,0.013000000000000001
Creb3l3,0.013000000000000001
Esyt3,0.013000000000000001
Slc6a7,0.013000000000000001
Slc6a9,0.013000000000000001
Slc6a2,0.013000000000000001
Znf587,0.013000000000000001
Pou4f2,0.013000000000000001
Fig4,0.013000000000000001
Znf572,0.013000000000000001
Phldb1,0.013000000000000001
Cyp46a1,0.013000000000000001
Cmss1,0.013000000000000001
Ripk3,0.013000000000000001
Eef2,0.013000000000000001
Elovl5,0.013000000000000001
Fstl4,0.013000000000000001
Utp6,0.013000000000000001
Cse1l,0.013000000000000001
Kpna5,0.013000000000000001
Kpna1,0.013000000000000001
Stk36,0.013000000000000001
Znf664,0.013000000000000001
Kiaa1755,0.013000000000000001
Per1,0.013000000000000001
Iqub,0.013000000000000001
Ovgp1,0.013000000000000001
Znf624,0.013000000000000001
Znf728,0.013000000000000001
Znf724,0.013000000000000001
Znf716,0.013000000000000001
Znf713,0.013000000000000001
Obi1,0.013000000000000001
Hars1,0.013000000000000001
Trim27,0.013000000000000001
Trim25,0.013000000000000001
Cyria,0.013000000000000001
Xrcc1,0.013000000000000001
Paf1,0.013000000000000001
Rgl1,0.013000000000000001
Zfy,0.013000000000000001
Sorcs2,0.013000000000000001
Exosc9,0.013000000000000001
Pak3,0.013000000000000001
Masp1,0.013000000000000001
Pan3,0.013000000000000001
Tmpo,0.013000000000000001
Gsk3b,0.013000000000000001
Prkcsh,0.013000000000000001
Hoxb6,0.013000000000000001
Grxcr1,0.013000000000000001
Glud1,0.013000000000000001
Prr35,0.013000000000000001
Hif3a,0.013000000000000001
Wwp1,0.013000000000000001
Uprt,0.013000000000000001
Sec24c,0.013000000000000001
Trim33,0.013000000000000001
Olfm2,0.013000000000000001
Tmc1,0.013000000000000001
Tmc4,0.013000000000000001
Gga2,0.013000000000000001
Yy1,0.013000000000000001
Ruvbl1,0.013000000000000001
Zfp69b,0.013000000000000001
Tnni3k,0.013000000000000001
Frmd3,0.013000000000000001
Frmd6,0.013000000000000001
Sec24a,0.013000000000000001
B3galt5,0.013000000000000001
Lrit1,0.013000000000000001
Crybg1,0.013000000000000001
Atp7a,0.013000000000000001
Edil3,0.013000000000000001
Sec23a,0.013000000000000001
Focad,0.013000000000000001
Atp9b,0.013000000000000001
Tm9sf2,0.013000000000000001
Clstn1,0.013000000000000001
C1orf127,0.013000000000000001
Snx19,0.013000000000000001
Urb2,0.013000000000000001
Mospd2,0.013000000000000001
Nt5dc2,0.013000000000000001
Or6n2,0.013000000000000001
Sla2,0.013000000000000001
Mov10l1,0.013000000000000001
Tex11,0.013000000000000001
Snx32,0.013000000000000001
Ncapd3,0.013000000000000001
Rhce,0.013000000000000001
Uckl1,0.013000000000000001
Ece1,0.013000000000000001
Tnfrsf25,0.013000000000000001
Tnfrsf21,0.013000000000000001
Srbd1,0.013000000000000001
Trim45,0.013000000000000001
Trim36,0.013000000000000001
Trim32,0.013000000000000001
Man2c1,0.013000000000000001
Crisp3,0.013000000000000001
Man2b1,0.013000000000000001
Man2b2,0.013000000000000001
Itpripl2,0.013000000000000001
Mettl14,0.013000000000000001
Mettl13,0.013000000000000001
Mettl25,0.013000000000000001
Dmrta1,0.013000000000000001
C1orf141,0.013000000000000001
Cct6b,0.013000000000000001
Ebf3,0.013000000000000001
Ammecr1,0.013000000000000001
Tubg2,0.013000000000000001
Pbld,0.013000000000000001
Arhgap44,0.013000000000000001
Ghsr,0.013000000000000001
Arhgap12,0.013000000000000001
Mark4,0.013000000000000001
Mark3,0.013000000000000001
Rap1gap2,0.013000000000000001
Znf568,0.013000000000000001
Phf21a,0.013000000000000001
Taldo1,0.013000000000000001
Saxo4,0.013000000000000001
Tor1aip2,0.013000000000000001
Pacsin3,0.013000000000000001
Pacsin1,0.013000000000000001
Acsm2b,0.013000000000000001
Cela2a,0.013000000000000001
Ddx59,0.013000000000000001
H2bc10,0.013000000000000001
Ndufs1,0.013000000000000001
Dctn4,0.013000000000000001
Dpagt1,0.013000000000000001
Ddx23,0.013000000000000001
Cstf2t,0.013000000000000001
Znf155,0.013000000000000001
Abr,0.013000000000000001
St13,0.013000000000000001
Thap12,0.013000000000000001
Tada2a,0.013000000000000001
Znf133,0.013000000000000001
Gpd2,0.013000000000000001
Sptlc2,0.013000000000000001
Rspo2,0.013000000000000001
Pigg,0.013000000000000001
Znf263,0.013000000000000001
H1-5,0.013000000000000001
H1-4,0.013000000000000001
Znf251,0.013000000000000001
Lmbr1,0.013000000000000001
Dffa,0.013000000000000001
Pigb,0.013000000000000001
Tmem106c,0.013000000000000001
Znf234,0.013000000000000001
Hspa12a,0.013000000000000001
Zbtb32,0.013000000000000001
Atxn1,0.013000000000000001
Pard3b,0.013000000000000001
Synpo2l,0.013000000000000001
Itih4,0.013000000000000001
Itih6,0.013000000000000001
Zbtb45,0.013000000000000001
A2m,0.013000000000000001
Fmn1,0.013000000000000001
Tigd7,0.013000000000000001
Znf549,0.013000000000000001
Axl,0.013000000000000001
Tmtc3,0.013000000000000001
Cyp4x1,0.013000000000000001
Stac,0.013000000000000001
Spart,0.013000000000000001
Mapt,0.013000000000000001
Dzank1,0.013000000000000001
Gdf10,0.013000000000000001
Gdf11,0.013000000000000001
Il18rap,0.013000000000000001
Chit1,0.013000000000000001
Folh1,0.013000000000000001
Or5ac2,0.013000000000000001
Plcxd3,0.013000000000000001
Slc2a2,0.013000000000000001
Pkd2,0.013000000000000001
Cilk1,0.013000000000000001
Abcf1,0.013000000000000001
Znf184,0.013000000000000001
Inpp4b,0.013000000000000001
Mif4gd,0.013000000000000001
Afm,0.013000000000000001
Bag5,0.013000000000000001
Nde1,0.013000000000000001
Fmo2,0.013000000000000001
Fmo3,0.013000000000000001
Fmo4,0.013000000000000001
Cdh9,0.013000000000000001
Armcx2,0.013000000000000001
Clec4e,0.013000000000000001
Dgki,0.013000000000000001
Ugt3a2,0.013000000000000001
App,0.013000000000000001
Or5b21,0.013000000000000001
Cdk7,0.013000000000000001
Alb,0.013000000000000001
Wrap53,0.013000000000000001
Fnip2,0.013000000000000001
Ptpn11,0.013000000000000001
Enox1,0.013000000000000001
Spag1,0.013000000000000001
Abcb8,0.013000000000000001
Lpin2,0.013000000000000001
Kdm4a,0.013000000000000001
Gmps,0.013000000000000001
Med24,0.013000000000000001
Znf468,0.013000000000000001
Abcb10,0.013000000000000001
Casc3,0.013000000000000001
Znf443,0.013000000000000001
Znf442,0.013000000000000001
Znf440,0.013000000000000001
Znf439,0.013000000000000001
Spata4,0.013000000000000001
Med14,0.013000000000000001
Smyd4,0.013000000000000001
Odf2,0.013000000000000001
Osbpl1a,0.013000000000000001
Pgm1,0.013000000000000001
Itga3,0.013000000000000001
Itga2,0.013000000000000001
Itga1,0.013000000000000001
Rock1,0.013000000000000001
Med27,0.013000000000000001
Med17,0.013000000000000001
Thbs3,0.013000000000000001
Krt17,0.013000000000000001
Znf544,0.013000000000000001
Riox2,0.013000000000000001
Spire2,0.013000000000000001
Znf534,0.013000000000000001
Sox9,0.013000000000000001
Crebrf,0.013000000000000001
Krt20,0.013000000000000001
Insrr,0.013000000000000001
Trip13,0.013000000000000001
Med16,0.013000000000000001
Krt79,0.013000000000000001
Krt75,0.013000000000000001
Ankzf1,0.013000000000000001
Scyl3,0.013000000000000001
Krt83,0.013000000000000001
Tsks,0.013000000000000001
Nlrx1,0.013000000000000001
Cyp4f2,0.013000000000000001
Accsl,0.013000000000000001
Fam76a,0.013000000000000001
Tbc1d9b,0.013000000000000001
Krt33b,0.013000000000000001
Slco2b1,0.013000000000000001
Znf329,0.013000000000000001
Haus5,0.013000000000000001
Frrs1,0.013000000000000001
Nectin2,0.013000000000000001
Tbc1d10a,0.013000000000000001
Or5d14,0.013000000000000001
Mageb6,0.013000000000000001
Maged2,0.013000000000000001
Egr1,0.013000000000000001
Slc22a10,0.013000000000000001
Kdm1b,0.013000000000000001
Gucy1a1,0.013000000000000001
Fam83d,0.013000000000000001
Hs2st1,0.013000000000000001
Spred2,0.013000000000000001
Casp7,0.013000000000000001
Thbs4,0.013000000000000001
Znf334,0.013000000000000001
Znf337,0.013000000000000001
Znf33b,0.013000000000000001
Dedd,0.013000000000000001
Apobec4,0.013000000000000001
Yars2,0.013000000000000001
Cdkal1,0.013000000000000001
Tbc1d20,0.013000000000000001
Cars2,0.013000000000000001
Irak2,0.013000000000000001
Tbc1d12,0.013000000000000001
Tbc1d16,0.013000000000000001
Irak3,0.013000000000000001
Gnb1l,0.013000000000000001
Hnrnpu,0.013000000000000001
Gpatch3,0.013000000000000001
Serpina12,0.013000000000000001
C1qtnf1,0.013000000000000001
C1qtnf7,0.013000000000000001
Znf366,0.013000000000000001
Gnl3,0.013000000000000001
Myo6,0.013000000000000001
Cfap20dc,0.013000000000000001
Rfx7,0.013000000000000001
Dusp11,0.013000000000000001
Abhd13,0.013000000000000001
Lhcgr,0.013000000000000001
C1orf87,0.013000000000000001
Tex9,0.013000000000000001
Btbd2,0.013000000000000001
Nacc1,0.013000000000000001
Btn2a2,0.013000000000000001
Btn2a1,0.013000000000000001
Mrm1,0.013000000000000001
Itga2b,0.013000000000000001
Dcaf15,0.013000000000000001
Igsf3,0.013000000000000001
Sprtn,0.013000000000000001
Tmcc2,0.013000000000000001
Lrriq3,0.013000000000000001
Tsc22d2,0.013000000000000001
Btn3a3,0.013000000000000001
Sp100,0.013000000000000001
Abhd12,0.013000000000000001
Pus10,0.013000000000000001
Galnt17,0.013000000000000001
Scn7a,0.013000000000000001
Cttn,0.013000000000000001
Scarb2,0.013000000000000001
Gimap2,0.013000000000000001
Gimap6,0.013000000000000001
Slc30a6,0.013000000000000001
Zgpat,0.013000000000000001
Atg4d,0.013000000000000001
Atad2b,0.013000000000000001
Galnt7,0.013000000000000001
Agbl2,0.013000000000000001
Chst15,0.013000000000000001
Anxa7,0.013000000000000001
Anxa9,0.013000000000000001
Ifngr2,0.013000000000000001
Tcf12,0.013000000000000001
Sf3b2,0.013000000000000001
Sf3a3,0.013000000000000001
Prss36,0.013000000000000001
Galnt13,0.013000000000000001
Selenon,0.013000000000000001
Fzd10,0.013000000000000001
Pdcd1,0.013000000000000001
Map3k7,0.013000000000000001
Cert1,0.013000000000000001
Msln,0.013000000000000001
Spdye1,0.013000000000000001
Msl3,0.013000000000000001
Mllt3,0.013000000000000001
Uroc1,0.013000000000000001
St7,0.013000000000000001
Cerkl,0.013000000000000001
Msi2,0.013000000000000001
Aars2,0.013000000000000001
Msr1,0.013000000000000001
Fbxl5,0.013000000000000001
Gab2,0.013000000000000001
Sde2,0.013000000000000001
Cylc2,0.013000000000000001
Dync1i2,0.013000000000000001
Sort1,0.013000000000000001
Map3k6,0.013000000000000001
Mcrs1,0.013000000000000001
Col4a6,0.013000000000000001
Usp13,0.013000000000000001
Scg3,0.013000000000000001
Smurf1,0.013000000000000001
Kif18b,0.013000000000000001
Gtdc1,0.013000000000000001
Usp39,0.013000000000000001
Pcdhga8,0.013000000000000001
Pcdhga6,0.013000000000000001
Arap3,0.013000000000000001
Usp16,0.013000000000000001
Znf43,0.013000000000000001
Usp19,0.013000000000000001
Tcfl5,0.013000000000000001
Pcdhgc4,0.013000000000000001
Znf19,0.013000000000000001
Unc5b,0.013000000000000001
Rc3h2,0.013000000000000001
Ppfibp2,0.013000000000000001
Las1l,0.013000000000000001
Nr5a2,0.013000000000000001
Ptprh,0.013000000000000001
Ptprm,0.013000000000000001
Stambp,0.013000000000000001
Pygb,0.013000000000000001
Cep55,0.013000000000000001
Kat2a,0.013000000000000001
Farp2,0.013000000000000001
Gabra3,0.013000000000000001
Dhrs9,0.013000000000000001
Csf1,0.013000000000000001
Mb21d2,0.013000000000000001
Ccdc27,0.013000000000000001
Afap1l2,0.013000000000000001
Dvl1,0.013000000000000001
Trappc9,0.013000000000000001
Tcirg1,0.013000000000000001
Adamts4,0.013000000000000001
Adamts5,0.013000000000000001
Ccdc54,0.013000000000000001
Trpc5,0.013000000000000001
Trpc1,0.013000000000000001
Cep85,0.013000000000000001
Alx1,0.013000000000000001
Tecr,0.013000000000000001
Adgrg6,0.013000000000000001
Kcnk16,0.013000000000000001
Ccdc82,0.013000000000000001
Epas1,0.013000000000000001
Epb41,0.013000000000000001
Os9,0.013000000000000001
Actl8,0.013000000000000001
Tekt2,0.013000000000000001
Tekt3,0.013000000000000001
Muc20,0.013000000000000001
Cep95,0.013000000000000001
Muc21,0.013000000000000001
Tent4a,0.013000000000000001
Tchp,0.013000000000000001
Acta1,0.013000000000000001
Als2,0.013000000000000001
Dnai1,0.013000000000000001
Eya2,0.013000000000000001
Eya4,0.013000000000000001
Polr1e,0.013000000000000001
Lmf2,0.013000000000000001
Ccdc57,0.013000000000000001
Spsb2,0.013000000000000001
Ctc1,0.013000000000000001
Abtb3,0.013000000000000001
Ezh1,0.013000000000000001
Psma6,0.013000000000000001
Mblac1,0.013000000000000001
Smtnl2,0.013000000000000001
Smtnl1,0.013000000000000001
Clptm1,0.013000000000000001
Ugt1a10,0.013000000000000001
Klhdc7a,0.013000000000000001
Trabd2a,0.013000000000000001
Ptpre,0.013000000000000001
Thumpd3,0.013000000000000001
Aadacl4,0.013000000000000001
Kif20a,0.013000000000000001
Wnk4,0.013000000000000001
Ankh,0.013000000000000001
Ptprr,0.013000000000000001
Amz2,0.013000000000000001
Clcnka,0.013000000000000001
Tmem79,0.013000000000000001
Rufy3,0.013000000000000001
Znhit6,0.013000000000000001
Gabrr1,0.013000000000000001
Cst8,0.013000000000000001
Lmna,0.013000000000000001
Ripor1,0.013000000000000001
Cwc22,0.013000000000000001
Amph,0.013000000000000001
Pxk,0.013000000000000001
Trpv2,0.013000000000000001
Trpv5,0.013000000000000001
Sae1,0.013000000000000001
Atf6b,0.013000000000000001
Nr2c2,0.013000000000000001
Togaram2,0.013000000000000001
Vat1l,0.013000000000000001
Ehmt1,0.013000000000000001
Psmd3,0.013000000000000001
Gad1,0.013000000000000001
Igip,0.013000000000000001
Gad2,0.013000000000000001
Tkfc,0.013000000000000001
Atf6,0.013000000000000001
Pdgfd,0.013000000000000001
Or4n4,0.013000000000000001
Smpd4,0.013000000000000001
Tcp11l1,0.013000000000000001
Tcp11l2,0.013000000000000001
Or4x1,0.013000000000000001
Shc4,0.013000000000000001
Apaf1,0.013000000000000001
Pde4a,0.013000000000000001
Atrn,0.013000000000000001
Syt14,0.013000000000000001
Rec8,0.013000000000000001
Kctd17,0.013000000000000001
H2bc4,0.013000000000000001
Nudt9,0.013000000000000001
Or5k3,0.013000000000000001
Tmem260,0.013000000000000001
Pde6c,0.013000000000000001
Elavl1,0.013000000000000001
Ankrd27,0.013000000000000001
Map4k1,0.013000000000000001
Zfp64,0.013000000000000001
C6orf118,0.013000000000000001
Zfp82,0.013000000000000001
Esrp2,0.013000000000000001
Snrpa1,0.013000000000000001
Nuak1,0.013000000000000001
Trmt1l,0.013000000000000001
Gdf2,0.013000000000000001
Fastkd5,0.013000000000000001
Asic1,0.013000000000000001
Kptn,0.013000000000000001
Lilra6,0.013000000000000001
Map4k4,0.013000000000000001
Stac3,0.013000000000000001
Amy2b,0.013000000000000001
Stam2,0.013000000000000001
Sel1l3,0.013000000000000001
Dnajc21,0.013000000000000001
Ube4a,0.013000000000000001
Pou3f2,0.013000000000000001
Cacna1i,0.013000000000000001
Gfm2,0.013000000000000001
Catsper1,0.013000000000000001
Plekhh1,0.013000000000000001
P2rx2,0.013000000000000001
Ppil4,0.013000000000000001
Vrtn,0.013000000000000001
Krt2,0.013000000000000001
Krt5,0.013000000000000001
Sik3,0.013000000000000001
Top3b,0.013000000000000001
Sntg1,0.013000000000000001
Tlr9,0.013000000000000001
Tlr7,0.013000000000000001
Sorbs2,0.013000000000000001
Fcn3,0.013000000000000001
Or2t12,0.013000000000000001
Megf10,0.013000000000000001
Irf2bpl,0.013000000000000001
Avil,0.013000000000000001
Skic2,0.013000000000000001
Plekhg3,0.013000000000000001
Plekhm3,0.013000000000000001
Plekhm2,0.013000000000000001
Pdha2,0.013000000000000001
Ube2o,0.013000000000000001
Man1a2,0.013000000000000001
Tmem209,0.013000000000000001
Ctbp2,0.013000000000000001
Pcdha3,0.013000000000000001
Kri1,0.013000000000000001
Taf7l,0.013000000000000001
Taf6l,0.013000000000000001
Aebp2,0.013000000000000001
Csnk1g3,0.013000000000000001
Rars1,0.013000000000000001
Tle1,0.013000000000000001
Spice1,0.013000000000000001
Snrpa,0.013000000000000001
Eif2b5,0.013000000000000001
Lrfn2,0.013000000000000001
Cnot4,0.013000000000000001
Ankrd28,0.013000000000000001
Tacc3,0.013000000000000001
Zyg11b,0.013000000000000001
Sncaip,0.013000000000000001
Insig1,0.013000000000000001
Map2k5,0.013000000000000001
Dync2i1,0.013000000000000001
Aqp7,0.013000000000000001
Cpt1a,0.013000000000000001
Cage1,0.013000000000000001
Strip2,0.013000000000000001
Rsbn1,0.013000000000000001
Gart,0.013000000000000001
Ubc,0.013000000000000001
Lonrf2,0.013000000000000001
Cpsf4,0.013000000000000001
Selp,0.013000000000000001
Bicra,0.013000000000000001
Capn10,0.013000000000000001
Araf,0.013000000000000001
Or2m5,0.013000000000000001
Il10ra,0.013000000000000001
Rarb,0.013000000000000001
Ankrd40,0.013000000000000001
Slit3,0.013000000000000001
Zfp28,0.013000000000000001
Tgm1,0.013000000000000001
Dennd5a,0.013000000000000001
Tgm5,0.013000000000000001
Tgm2,0.013000000000000001
Sdha,0.013000000000000001
Znf92,0.013000000000000001
Oxct1,0.013000000000000001
Ipo13,0.013000000000000001
Zscan5a,0.013000000000000001
Slco6a1,0.013000000000000001
Capn15,0.013000000000000001
Ganc,0.013000000000000001
Prkd2,0.013000000000000001
Prdm11,0.013000000000000001
Mex3a,0.013000000000000001
Setd4,0.013000000000000001
Adamtsl4,0.013000000000000001
Gbp5,0.013000000000000001
Cep85l,0.013000000000000001
Neto2,0.013000000000000001
Ift81,0.013000000000000001
Nfxl1,0.013000000000000001
Klhl24,0.013000000000000001
Ywhaz,0.013000000000000001
Tbc1d2,0.013000000000000001
Vgf,0.013000000000000001
Taf1d,0.013000000000000001
Asb3,0.013000000000000001
Maml2,0.013000000000000001
Gprasp2,0.013000000000000001
Col1a1,0.013000000000000001
Tmem175,0.013000000000000001
Slco4a1,0.013000000000000001
Prr23b,0.013000000000000001
Plppr4,0.013000000000000001
Plppr5,0.013000000000000001
Slco4c1,0.013000000000000001
Grb14,0.013000000000000001
Clip4,0.013000000000000001
Gckr,0.013000000000000001
Gcm2,0.013000000000000001
Rab11fip4,0.013000000000000001
Zbed4,0.013000000000000001
Gprc6a,0.013000000000000001
Rnasel,0.013000000000000001
Stat4,0.013000000000000001
Or2t3,0.013000000000000001
Bicral,0.013000000000000001
Mfhas1,0.013000000000000001
Ppp1r12a,0.013000000000000001
Ppp1r15b,0.013000000000000001
Cnnm2,0.013000000000000001
Ccnl2,0.013000000000000001
Musk,0.013000000000000001
Ulk2,0.013000000000000001
Ulk1,0.013000000000000001
Dhx37,0.013000000000000001
Zbed1,0.013000000000000001
Arsb,0.013000000000000001
N4bp1,0.013000000000000001
Lmnb2,0.013000000000000001
Abce1,0.013000000000000001
Nedd4,0.013000000000000001
Rbbp4,0.013000000000000001
Hck,0.013000000000000001
Snrnp200,0.013000000000000001
Kif22,0.013000000000000001
Plek,0.013000000000000001
Rbbp5,0.013000000000000001
Atp13a1,0.013000000000000001
Ces2,0.013000000000000001
Icam1,0.013000000000000001
Anapc4,0.013000000000000001
Entpd3,0.013000000000000001
Kel,0.013000000000000001
Adam32,0.013000000000000001
Jup,0.013000000000000001
Pde10a,0.013000000000000001
Grm2,0.013000000000000001
Pdzrn3,0.013000000000000001
Tmem63b,0.013000000000000001
Prkn,0.013000000000000001
Tmem63c,0.013000000000000001
Gan,0.013000000000000001
Ppp2r3b,0.013000000000000001
Slc9a5,0.013000000000000001
Rtl9,0.013000000000000001
Pdss2,0.013000000000000001
Mtnr1a,0.013000000000000001
Bcar3,0.013000000000000001
Tom1l1,0.013000000000000001
Rab38,0.013000000000000001
Adnp,0.013000000000000001
Fbxo28,0.013000000000000001
Txndc16,0.013000000000000001
Spata31a6,0.013000000000000001
Znf7,0.013000000000000001
Lemd3,0.013000000000000001
Nipa2,0.013000000000000001
Nmt1,0.013000000000000001
Pkn2,0.013000000000000001
Anapc2,0.013000000000000001
Ago4,0.013000000000000001
Kcnk5,0.013000000000000001
Gpr142,0.013000000000000001
Lrrc57,0.013000000000000001
Oip5,0.013000000000000001
Slc27a6,0.013000000000000001
Abraxas2,0.013000000000000001
Tspear,0.013000000000000001
Polm,0.013000000000000001
Mroh8,0.013000000000000001
Zmym1,0.013000000000000001
Grn,0.013000000000000001
Zmym5,0.013000000000000001
Jhy,0.013000000000000001
C11orf24,0.013000000000000001
Ceacam8,0.013000000000000001
Or4c46,0.013000000000000001
Ptbp3,0.013000000000000001
Rxfp2,0.013000000000000001
Papln,0.013000000000000001
Rxfp1,0.013000000000000001
Aco1,0.013000000000000001
Aco2,0.013000000000000001
Ap4e1,0.013000000000000001
Lcmt1,0.013000000000000001
Mapkbp1,0.013000000000000001
Serpine1,0.013000000000000001
Dll1,0.013000000000000001
Mbtps2,0.013000000000000001
Col18a1,0.013000000000000001
Cat,0.013000000000000001
Ap1g2,0.013000000000000001
Pon1,0.013000000000000001
Acp3,0.013000000000000001
Tead2,0.013000000000000001
Zmynd12,0.013000000000000001
Kcna1,0.013000000000000001
Coro2b,0.013000000000000001
Synm,0.013000000000000001
Ndufaf7,0.013000000000000001
Rgpd2,0.013000000000000001
Ptcd3,0.013000000000000001
Actl6b,0.013000000000000001
Aldoa,0.013000000000000001
Hsp90b1,0.013000000000000001
Sdad1,0.013000000000000001
Coro1c,0.013000000000000001
Hipk2,0.013000000000000001
Cspg5,0.013000000000000001
Gpr75,0.013000000000000001
